val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.347425,0.613296,0.347425,0.000020,0.615032,80.000000,
0.000000,0.660395,0.347425,0.000018,0.504544,160.000000,
0.532531,0.482249,0.532531,0.000016,0.477293,240.000000,
0.533650,0.526431,0.533650,0.000013,0.352749,320.000000,
0.582123,0.546461,0.582123,0.000011,0.285358,400.000000,
0.578087,0.463772,0.582123,0.000009,0.282962,480.000000,
0.566301,0.747841,0.582123,0.000007,0.220368,560.000000,
0.610835,0.732020,0.610835,0.000005,0.141548,640.000000,
0.621440,0.663361,0.621440,0.000002,0.143390,720.000000,
0.590477,0.758672,0.621440,0.000000,0.147582,800.000000,
0.590477,0.758322,0.621440,0.000000,0.112437,804.000000,
