val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.757957,0.752943,0.755450,0.984214,0.752943,0.000020,5.226007,54.000000,
0.866173,0.863954,0.865064,0.592241,0.863954,0.000018,0.831688,108.000000,
0.885181,0.885805,0.885493,0.641731,0.885805,0.000016,0.674058,162.000000,
0.888889,0.893102,0.890995,0.486047,0.893102,0.000013,0.515746,216.000000,
0.896537,0.894467,0.895502,0.447734,0.894467,0.000011,0.412186,270.000000,
0.900876,0.900121,0.900498,0.440908,0.900121,0.000009,0.441051,324.000000,
0.895792,0.897954,0.896873,0.489876,0.900121,0.000007,0.377997,378.000000,
0.898464,0.900320,0.899392,0.468340,0.900320,0.000004,0.276274,432.000000,
0.900154,0.900291,0.900222,0.439412,0.900320,0.000002,0.255772,486.000000,
0.901804,0.902562,0.902183,0.446954,0.902562,0.000000,0.257109,540.000000,
