val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.754578,0.745023,0.749801,1.065955,0.745023,0.000020,2.975418,54.000000,
0.853967,0.868800,0.861384,0.691803,0.868800,0.000018,0.900380,108.000000,
0.861407,0.872684,0.867046,0.608533,0.872684,0.000016,0.873479,162.000000,
0.885611,0.886785,0.886198,0.519271,0.886785,0.000013,0.594872,216.000000,
0.890043,0.891621,0.890832,0.523196,0.891621,0.000011,0.491379,270.000000,
0.891240,0.894817,0.893029,0.507348,0.894817,0.000009,0.481610,324.000000,
0.896313,0.897509,0.896911,0.471847,0.897509,0.000007,0.420826,378.000000,
0.895764,0.897799,0.896781,0.493380,0.897799,0.000004,0.311879,432.000000,
0.897037,0.898330,0.897684,0.476088,0.898330,0.000002,0.323735,486.000000,
0.897003,0.897780,0.897391,0.474312,0.898330,0.000000,0.327723,540.000000,
