val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.608696,0.675194,0.608696,0.000020,0.686707,23.000000,
0.710145,0.519905,0.710145,0.000018,0.658575,46.000000,
0.681159,0.512713,0.710145,0.000016,0.601923,69.000000,
0.688406,0.525070,0.710145,0.000013,0.506324,92.000000,
0.695652,0.549833,0.710145,0.000011,0.413008,115.000000,
0.731884,0.490527,0.731884,0.000009,0.420197,138.000000,
0.710145,0.531998,0.731884,0.000007,0.354110,161.000000,
0.724638,0.630664,0.731884,0.000005,0.212544,184.000000,
0.739130,0.615787,0.739130,0.000003,0.241780,207.000000,
0.724638,0.629366,0.739130,0.000000,0.167181,230.000000,
0.717391,0.624920,0.739130,0.000000,0.147210,234.000000,
