val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,0.814378,0.471014,0.000020,0.725436,23.000000,
0.608696,0.588058,0.608696,0.000018,0.711243,46.000000,
0.608696,0.582383,0.608696,0.000016,0.659765,69.000000,
0.673913,0.636519,0.673913,0.000013,0.611518,92.000000,
0.659420,0.564985,0.673913,0.000011,0.535772,115.000000,
0.659420,0.536240,0.673913,0.000009,0.530638,138.000000,
0.673913,0.658370,0.673913,0.000007,0.449163,161.000000,
0.673913,0.745752,0.673913,0.000005,0.276871,184.000000,
0.731884,0.709868,0.731884,0.000003,0.263586,207.000000,
0.681159,0.613377,0.731884,0.000000,0.288198,230.000000,
0.688406,0.615625,0.731884,0.000000,0.158373,234.000000,
