val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.594203,0.633627,0.594203,0.000020,0.694855,23.000000,
0.615942,0.660964,0.615942,0.000018,0.666699,46.000000,
0.673913,0.563505,0.673913,0.000016,0.688728,69.000000,
0.673913,0.519185,0.673913,0.000013,0.564326,92.000000,
0.717391,0.512764,0.717391,0.000011,0.418717,115.000000,
0.724638,0.537481,0.724638,0.000009,0.428328,138.000000,
0.746377,0.495367,0.746377,0.000007,0.417764,161.000000,
0.724638,0.592425,0.746377,0.000005,0.212960,184.000000,
0.710145,0.604185,0.746377,0.000003,0.226906,207.000000,
0.710145,0.618091,0.746377,0.000000,0.176618,230.000000,
0.710145,0.616523,0.746377,0.000000,0.227432,234.000000,
