val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.773938,0.798131,0.786034,0.927082,0.798131,0.000020,3.087728,54.000000,
0.848080,0.851928,0.850004,0.654878,0.851928,0.000018,1.008523,108.000000,
0.861167,0.862356,0.861762,0.663904,0.862356,0.000016,0.758243,162.000000,
0.874282,0.878393,0.876338,0.550181,0.878393,0.000013,0.577530,216.000000,
0.878094,0.881431,0.879762,0.572945,0.881431,0.000011,0.481989,270.000000,
0.891475,0.888699,0.890087,0.510741,0.888699,0.000009,0.445370,324.000000,
0.888330,0.892908,0.890619,0.478342,0.892908,0.000007,0.366704,378.000000,
0.888119,0.892148,0.890133,0.496593,0.892908,0.000004,0.262597,432.000000,
0.895192,0.894421,0.894806,0.453408,0.894421,0.000002,0.245260,486.000000,
0.894659,0.895919,0.895289,0.450606,0.895919,0.000000,0.247716,540.000000,
