val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.283294,0.602814,0.283294,0.000020,0.628824,80.000000,
0.000000,0.671257,0.283294,0.000018,0.615160,160.000000,
0.000000,0.719053,0.283294,0.000016,0.628124,240.000000,
0.000000,0.686151,0.283294,0.000013,0.620504,320.000000,
0.000000,0.677694,0.283294,0.000011,0.614085,400.000000,
0.000000,0.668864,0.283294,0.000009,0.620591,480.000000,
0.000000,0.684716,0.283294,0.000007,0.620287,560.000000,
0.000000,0.692263,0.283294,0.000005,0.618029,640.000000,
0.000000,0.678882,0.283294,0.000002,0.620682,720.000000,
0.000000,0.686161,0.283294,0.000000,0.613233,800.000000,
0.000000,0.686067,0.283294,0.000000,0.615160,804.000000,
