val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.817968,0.824017,0.820993,0.787011,0.824017,0.000020,2.793897,54.000000,
0.525303,0.778650,0.651976,1.977548,0.824017,0.000018,3.236730,108.000000,
0.792361,0.749182,0.770771,0.987960,0.824017,0.000016,1.545018,162.000000,
0.861493,0.870404,0.865949,0.592361,0.870404,0.000013,0.919884,216.000000,
0.877462,0.880856,0.879159,0.747293,0.880856,0.000011,0.629580,270.000000,
0.873795,0.883482,0.878638,0.647710,0.883482,0.000009,0.650668,324.000000,
0.889603,0.890077,0.889840,0.466899,0.890077,0.000007,0.496755,378.000000,
0.892435,0.890449,0.891442,0.523812,0.890449,0.000004,0.362045,432.000000,
0.894559,0.892381,0.893470,0.462501,0.892381,0.000002,0.353793,486.000000,
0.894052,0.892732,0.893392,0.454091,0.892732,0.000000,0.318017,540.000000,
