val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.413842,0.549571,0.413842,0.000020,0.593699,80.000000,
0.474564,0.497635,0.474564,0.000018,0.463885,160.000000,
0.534983,0.453819,0.534983,0.000016,0.414707,240.000000,
0.502864,0.645548,0.534983,0.000013,0.302986,320.000000,
0.578087,0.411214,0.578087,0.000011,0.268027,400.000000,
0.567559,0.602765,0.578087,0.000009,0.240818,480.000000,
0.590461,0.606560,0.590461,0.000007,0.227361,560.000000,
0.585310,0.596617,0.590461,0.000005,0.149529,640.000000,
0.564979,0.721036,0.590461,0.000002,0.113931,720.000000,
0.590390,0.638698,0.590461,0.000000,0.130486,800.000000,
0.590390,0.638661,0.590461,0.000000,0.060630,804.000000,
