val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.850859,0.853950,0.852405,0.667244,0.853950,0.000020,3.199221,54.000000,
0.866647,0.883258,0.874952,0.626153,0.883258,0.000018,0.797881,108.000000,
0.890082,0.891225,0.890654,0.470839,0.891225,0.000016,0.596985,162.000000,
0.898141,0.899344,0.898743,0.432310,0.899344,0.000013,0.443606,216.000000,
0.895350,0.893712,0.894531,0.445529,0.899344,0.000011,0.363858,270.000000,
0.899726,0.901470,0.900598,0.434330,0.901470,0.000009,0.377490,324.000000,
0.905222,0.902834,0.904028,0.414666,0.902834,0.000007,0.310185,378.000000,
0.906614,0.904410,0.905512,0.405183,0.904410,0.000004,0.203311,432.000000,
0.906969,0.905416,0.906192,0.407746,0.905416,0.000002,0.208294,486.000000,
0.908445,0.906534,0.907489,0.397409,0.906534,0.000000,0.218654,540.000000,
