val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.579710,0.617855,0.579710,0.000020,0.691189,23.000000,
0.695652,0.565899,0.695652,0.000018,0.653996,46.000000,
0.717391,0.489200,0.717391,0.000016,0.623820,69.000000,
0.688406,0.524530,0.717391,0.000013,0.527168,92.000000,
0.710145,0.544239,0.717391,0.000011,0.433034,115.000000,
0.724638,0.500881,0.724638,0.000009,0.420283,138.000000,
0.724638,0.486605,0.724638,0.000007,0.388394,161.000000,
0.717391,0.668579,0.724638,0.000005,0.198293,184.000000,
0.724638,0.657771,0.724638,0.000003,0.208716,207.000000,
0.717391,0.672745,0.724638,0.000000,0.210129,230.000000,
0.717391,0.672855,0.724638,0.000000,0.355830,234.000000,
