val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.737487,0.766677,0.752082,1.224965,0.766677,0.000020,7.393074,54.000000,
0.867436,0.866139,0.866787,0.608167,0.866139,0.000018,0.825897,108.000000,
0.876352,0.876131,0.876241,0.585312,0.876131,0.000016,0.684688,162.000000,
0.883214,0.882933,0.883074,0.550935,0.882933,0.000013,0.481346,216.000000,
0.888818,0.890345,0.889581,0.472382,0.890345,0.000011,0.450657,270.000000,
0.889939,0.888597,0.889268,0.501533,0.890345,0.000009,0.411536,324.000000,
0.893235,0.893231,0.893233,0.485271,0.893231,0.000007,0.382956,378.000000,
0.896351,0.896618,0.896485,0.461754,0.896618,0.000004,0.282942,432.000000,
0.895653,0.895783,0.895718,0.457289,0.896618,0.000002,0.265514,486.000000,
0.896840,0.896446,0.896643,0.465943,0.896618,0.000000,0.253536,540.000000,
