val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.586957,0.711868,0.586957,0.000020,0.687189,23.000000,
0.572464,0.638661,0.586957,0.000018,0.694963,46.000000,
0.666667,0.661880,0.666667,0.000016,0.648450,69.000000,
0.710145,0.626011,0.710145,0.000013,0.628677,92.000000,
0.739130,0.554923,0.739130,0.000011,0.523464,115.000000,
0.746377,0.573791,0.746377,0.000009,0.519436,138.000000,
0.746377,0.567957,0.746377,0.000007,0.439590,161.000000,
0.746377,0.554349,0.746377,0.000005,0.354559,184.000000,
0.739130,0.580405,0.746377,0.000003,0.317319,207.000000,
0.739130,0.587099,0.746377,0.000000,0.348580,230.000000,
0.739130,0.586530,0.746377,0.000000,0.345975,234.000000,
