val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.383320,0.661888,0.383320,0.000020,0.536470,80.000000,
0.513836,0.447760,0.513836,0.000018,0.457571,160.000000,
0.544628,0.445475,0.544628,0.000016,0.405063,240.000000,
0.528769,0.648876,0.544628,0.000013,0.271867,320.000000,
0.565219,0.509637,0.565219,0.000011,0.229116,400.000000,
0.555158,0.625223,0.565219,0.000009,0.220283,480.000000,
0.600590,0.577706,0.600590,0.000007,0.203054,560.000000,
0.585838,0.657010,0.600590,0.000005,0.122945,640.000000,
0.570944,0.881280,0.600590,0.000002,0.089000,720.000000,
0.569983,0.735107,0.600590,0.000000,0.109118,800.000000,
0.569983,0.735063,0.600590,0.000000,0.056109,804.000000,
