val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.375295,0.547550,0.375295,0.000020,0.533724,80.000000,
0.351509,0.695301,0.375295,0.000018,0.530024,160.000000,
0.484128,0.467114,0.484128,0.000016,0.510301,240.000000,
0.560028,0.565675,0.560028,0.000013,0.404211,320.000000,
0.567192,0.475158,0.567192,0.000011,0.348462,400.000000,
0.570006,0.548013,0.570006,0.000009,0.341334,480.000000,
0.620700,0.581792,0.620700,0.000007,0.279938,560.000000,
0.615863,0.533681,0.620700,0.000005,0.243155,640.000000,
0.600590,0.638728,0.620700,0.000002,0.194860,720.000000,
0.636466,0.528696,0.636466,0.000000,0.206384,800.000000,
0.636466,0.528978,0.636466,0.000000,0.124306,804.000000,
