val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.492754,0.727865,0.492754,0.000020,0.723924,23.000000,
0.659420,0.616302,0.659420,0.000018,0.681665,46.000000,
0.637681,0.580335,0.659420,0.000016,0.635487,69.000000,
0.695652,0.544562,0.695652,0.000013,0.571940,92.000000,
0.710145,0.558035,0.710145,0.000011,0.496876,115.000000,
0.724638,0.534714,0.724638,0.000009,0.517667,138.000000,
0.717391,0.585462,0.724638,0.000007,0.437747,161.000000,
0.724638,0.552427,0.724638,0.000005,0.345834,184.000000,
0.746377,0.571503,0.746377,0.000003,0.301564,207.000000,
0.702899,0.533916,0.746377,0.000000,0.335338,230.000000,
0.702899,0.533943,0.746377,0.000000,0.289223,234.000000,
