val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.400342,0.576450,0.400342,0.000020,0.600968,80.000000,
0.507292,0.521699,0.507292,0.000018,0.453984,160.000000,
0.528428,0.507506,0.528428,0.000016,0.429730,240.000000,
0.541202,0.493778,0.541202,0.000013,0.311612,320.000000,
0.595902,0.501382,0.595902,0.000011,0.275408,400.000000,
0.512859,0.537223,0.595902,0.000009,0.272199,480.000000,
0.564871,0.624290,0.595902,0.000007,0.215552,560.000000,
0.585728,0.566303,0.595902,0.000005,0.135142,640.000000,
0.606026,0.528536,0.606026,0.000002,0.157372,720.000000,
0.600745,0.555826,0.606026,0.000000,0.120434,800.000000,
0.600745,0.555863,0.606026,0.000000,0.211143,804.000000,
