val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.776807,0.823360,0.800083,0.921092,0.823360,0.000020,4.985141,54.000000,
0.831471,0.853525,0.842498,0.730415,0.853525,0.000018,1.081728,108.000000,
0.820713,0.875434,0.848074,0.794937,0.875434,0.000016,0.806351,162.000000,
0.882160,0.884069,0.883115,0.571224,0.884069,0.000013,0.603184,216.000000,
0.889929,0.890285,0.890107,0.471899,0.890285,0.000011,0.502853,270.000000,
0.889164,0.891360,0.890262,0.492969,0.891360,0.000009,0.474212,324.000000,
0.891011,0.893777,0.892394,0.487475,0.893777,0.000007,0.403965,378.000000,
0.894949,0.896444,0.895696,0.456978,0.896444,0.000004,0.270459,432.000000,
0.896652,0.896375,0.896513,0.451511,0.896444,0.000002,0.263026,486.000000,
0.897202,0.897304,0.897253,0.447861,0.897304,0.000000,0.256019,540.000000,
