val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.855962,0.873480,0.864721,0.686735,0.873480,0.000020,2.227094,54.000000,
0.007717,0.014552,0.011135,2.277338,0.873480,0.000018,2.550119,108.000000,
nan,nan,nan,2.200802,0.873480,0.000016,2.159552,162.000000,
nan,nan,nan,2.441541,0.873480,0.000013,2.143361,216.000000,
-0.067337,-0.066532,-0.066934,2.250645,0.873480,0.000011,2.278317,270.000000,
nan,nan,nan,2.274510,0.873480,0.000009,2.196468,324.000000,
nan,nan,nan,2.216299,0.873480,0.000007,2.164364,378.000000,
nan,nan,nan,2.285921,0.873480,0.000004,2.126785,432.000000,
nan,nan,nan,2.266272,0.873480,0.000002,2.204812,486.000000,
nan,nan,nan,2.293300,0.873480,0.000000,2.201315,540.000000,
