val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.528986,0.639216,0.528986,0.000020,0.723245,23.000000,
0.528986,0.642138,0.528986,0.000018,0.727974,46.000000,
0.471014,0.770904,0.528986,0.000016,0.730975,69.000000,
0.471014,0.727918,0.528986,0.000013,0.708211,92.000000,
0.528986,0.685087,0.528986,0.000011,0.698885,115.000000,
0.471014,0.720333,0.528986,0.000009,0.702639,138.000000,
0.528986,0.689856,0.528986,0.000007,0.706974,161.000000,
0.471014,0.718793,0.528986,0.000005,0.703022,184.000000,
0.528986,0.690142,0.528986,0.000003,0.710435,207.000000,
0.528986,0.680167,0.528986,0.000000,0.704609,230.000000,
0.528986,0.679922,0.528986,0.000000,0.698812,234.000000,
