val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.435915,0.581890,0.435915,0.000020,0.547045,80.000000,
0.470607,0.472756,0.470607,0.000018,0.459805,160.000000,
0.537856,0.421824,0.537856,0.000016,0.420054,240.000000,
0.549490,0.533567,0.549490,0.000013,0.281597,320.000000,
0.545456,0.533150,0.549490,0.000011,0.222500,400.000000,
0.600572,0.521156,0.600572,0.000009,0.230843,480.000000,
0.570974,0.721188,0.600572,0.000007,0.183705,560.000000,
0.562027,0.753176,0.600572,0.000005,0.109422,640.000000,
0.567778,0.712126,0.600572,0.000002,0.115347,720.000000,
0.580897,0.760824,0.600572,0.000000,0.118908,800.000000,
0.575774,0.760167,0.600572,0.000000,0.081986,804.000000,
