val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.390187,0.623971,0.390187,0.000020,0.608388,80.000000,
0.476086,0.479900,0.476086,0.000018,0.446040,160.000000,
0.492564,0.520796,0.492564,0.000016,0.431423,240.000000,
0.586756,0.435607,0.586756,0.000013,0.295967,320.000000,
0.540228,0.543315,0.586756,0.000011,0.251365,400.000000,
0.560056,0.556718,0.586756,0.000009,0.254888,480.000000,
0.570110,0.651786,0.586756,0.000007,0.223620,560.000000,
0.607110,0.548626,0.607110,0.000005,0.154070,640.000000,
0.620559,0.612373,0.620559,0.000002,0.142890,720.000000,
0.615590,0.631805,0.620559,0.000000,0.140271,800.000000,
0.615590,0.631983,0.620559,0.000000,0.187666,804.000000,
