val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.339499,0.613632,0.339499,0.000020,0.533781,80.000000,
0.508238,0.558079,0.508238,0.000018,0.512859,160.000000,
0.560315,0.469778,0.560315,0.000016,0.457041,240.000000,
0.567778,0.424867,0.567778,0.000013,0.324777,320.000000,
0.605547,0.487418,0.605547,0.000011,0.275904,400.000000,
0.608141,0.378763,0.608141,0.000009,0.276881,480.000000,
0.625699,0.513799,0.625699,0.000007,0.212599,560.000000,
0.585310,0.636962,0.625699,0.000005,0.122704,640.000000,
0.570110,0.640300,0.625699,0.000002,0.127927,720.000000,
0.605796,0.591775,0.625699,0.000000,0.103576,800.000000,
0.610669,0.592433,0.625699,0.000000,0.153893,804.000000,
