val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.817461,0.816552,0.817006,0.818950,0.816552,0.000020,4.223776,54.000000,
0.861635,0.867748,0.864692,0.630305,0.867748,0.000018,1.168132,108.000000,
0.862610,0.869344,0.865977,0.656299,0.869344,0.000016,0.940143,162.000000,
0.867002,0.874946,0.870974,0.601065,0.874946,0.000013,0.771340,216.000000,
0.876185,0.884005,0.880095,0.557704,0.884005,0.000011,0.585337,270.000000,
0.888425,0.888247,0.888336,0.497122,0.888247,0.000009,0.518120,324.000000,
0.892332,0.895709,0.894021,0.514396,0.895709,0.000007,0.440308,378.000000,
0.894274,0.894508,0.894391,0.487963,0.895709,0.000004,0.333237,432.000000,
0.896791,0.898477,0.897634,0.477182,0.898477,0.000002,0.313671,486.000000,
0.896750,0.898079,0.897415,0.468188,0.898477,0.000000,0.304888,540.000000,
