val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.536232,0.652467,0.536232,0.000020,0.695389,23.000000,
0.615942,0.609889,0.615942,0.000018,0.715176,46.000000,
0.637681,0.631666,0.637681,0.000016,0.653925,69.000000,
0.652174,0.588301,0.652174,0.000013,0.628822,92.000000,
0.688406,0.582436,0.688406,0.000011,0.570292,115.000000,
0.644928,0.563812,0.688406,0.000009,0.517859,138.000000,
0.681159,0.568993,0.688406,0.000007,0.501204,161.000000,
0.695652,0.530940,0.695652,0.000005,0.384494,184.000000,
0.710145,0.469193,0.710145,0.000003,0.374879,207.000000,
0.702899,0.478868,0.710145,0.000000,0.306846,230.000000,
0.702899,0.479397,0.710145,0.000000,0.326801,234.000000,
