val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.404701,0.531292,0.404701,0.000020,0.571648,80.000000,
0.475283,0.590261,0.475283,0.000018,0.468922,160.000000,
0.530181,0.505317,0.530181,0.000016,0.427059,240.000000,
0.513835,0.452090,0.530181,0.000013,0.352081,320.000000,
0.524444,0.524149,0.530181,0.000011,0.291908,400.000000,
0.513586,0.518075,0.530181,0.000009,0.274192,480.000000,
0.565219,0.644182,0.565219,0.000007,0.224780,560.000000,
0.601619,0.510506,0.601619,0.000005,0.173009,640.000000,
0.595902,0.556296,0.601619,0.000002,0.136668,720.000000,
0.575502,0.579851,0.601619,0.000000,0.154673,800.000000,
0.575502,0.579654,0.601619,0.000000,0.270124,804.000000,
