val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.557971,0.749660,0.557971,0.000020,0.694624,23.000000,
0.637681,0.587153,0.637681,0.000018,0.661521,46.000000,
0.688406,0.505484,0.688406,0.000016,0.608418,69.000000,
0.702899,0.554912,0.702899,0.000013,0.534567,92.000000,
0.666667,0.525264,0.702899,0.000011,0.464555,115.000000,
0.724638,0.482352,0.724638,0.000009,0.443983,138.000000,
0.739130,0.503525,0.739130,0.000007,0.379396,161.000000,
0.724638,0.610628,0.739130,0.000005,0.227759,184.000000,
0.717391,0.553513,0.739130,0.000003,0.272981,207.000000,
0.717391,0.541267,0.739130,0.000000,0.228683,230.000000,
0.717391,0.541295,0.739130,0.000000,0.248446,234.000000,
