val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.485507,0.726016,0.485507,0.000020,0.705035,23.000000,
0.637681,0.640364,0.637681,0.000018,0.686214,46.000000,
0.630435,0.601343,0.637681,0.000016,0.659516,69.000000,
0.717391,0.571987,0.717391,0.000013,0.589846,92.000000,
0.695652,0.501008,0.717391,0.000011,0.518178,115.000000,
0.739130,0.512081,0.739130,0.000009,0.506638,138.000000,
0.746377,0.507232,0.746377,0.000007,0.480363,161.000000,
0.746377,0.545136,0.746377,0.000005,0.354147,184.000000,
0.753623,0.518047,0.753623,0.000003,0.320071,207.000000,
0.739130,0.509234,0.753623,0.000000,0.325250,230.000000,
0.739130,0.509618,0.753623,0.000000,0.344186,234.000000,
