val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.872024,0.872103,0.872063,1.023720,0.872103,0.000020,2.331007,54.000000,
0.891858,0.892453,0.892155,0.670298,0.892453,0.000018,0.757025,108.000000,
0.896443,0.894742,0.895593,0.468580,0.894742,0.000016,0.609723,162.000000,
0.900883,0.899790,0.900337,0.454419,0.899790,0.000013,0.423043,216.000000,
0.907613,0.905522,0.906567,0.402280,0.905522,0.000011,0.323935,270.000000,
0.906922,0.905124,0.906023,0.546427,0.905522,0.000009,0.376323,324.000000,
0.905290,0.902916,0.904103,0.425386,0.905522,0.000007,0.311866,378.000000,
0.907957,0.905219,0.906588,0.416411,0.905522,0.000004,0.211417,432.000000,
0.907185,0.905664,0.906424,0.447796,0.905664,0.000002,0.208660,486.000000,
0.908315,0.905961,0.907138,0.420829,0.905961,0.000000,0.195561,540.000000,
