val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.528986,0.672056,0.528986,0.000020,0.712638,23.000000,
0.601449,0.688628,0.601449,0.000018,0.702879,46.000000,
0.615942,0.658700,0.615942,0.000016,0.690192,69.000000,
0.623188,0.664142,0.623188,0.000013,0.677830,92.000000,
0.673913,0.597468,0.673913,0.000011,0.620760,115.000000,
0.710145,0.561565,0.710145,0.000009,0.605482,138.000000,
0.666667,0.607653,0.710145,0.000007,0.583634,161.000000,
0.666667,0.583893,0.710145,0.000005,0.510288,184.000000,
0.673913,0.594044,0.710145,0.000003,0.481158,207.000000,
0.673913,0.581525,0.710145,0.000000,0.472931,230.000000,
0.673913,0.582757,0.710145,0.000000,0.455357,234.000000,
