val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.507246,0.695551,0.507246,0.000020,0.733398,23.000000,
0.485507,0.696041,0.507246,0.000018,0.718620,46.000000,
0.528986,0.680350,0.528986,0.000016,0.716213,69.000000,
0.471014,0.746049,0.528986,0.000013,0.714869,92.000000,
0.528986,0.692253,0.528986,0.000011,0.712330,115.000000,
0.471014,0.696755,0.528986,0.000009,0.712800,138.000000,
0.528986,0.671972,0.528986,0.000007,0.708371,161.000000,
0.471014,0.700523,0.528986,0.000005,0.713734,184.000000,
0.528986,0.677029,0.528986,0.000003,0.704059,207.000000,
0.471014,0.715017,0.528986,0.000000,0.704019,230.000000,
0.471014,0.713531,0.528986,0.000000,0.730595,234.000000,
