val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.407743,0.637803,0.407743,0.000020,0.602015,80.000000,
0.493207,0.486654,0.493207,0.000018,0.445869,160.000000,
0.553537,0.446069,0.553537,0.000016,0.413994,240.000000,
0.550669,0.518205,0.553537,0.000013,0.298748,320.000000,
0.581645,0.468891,0.581645,0.000011,0.258818,400.000000,
0.566679,0.441601,0.581645,0.000009,0.263529,480.000000,
0.628984,0.531951,0.628984,0.000007,0.199099,560.000000,
0.590894,0.622620,0.628984,0.000005,0.122769,640.000000,
0.615590,0.585504,0.628984,0.000002,0.130655,720.000000,
0.590394,0.623397,0.628984,0.000000,0.136035,800.000000,
0.590394,0.623141,0.628984,0.000000,0.085409,804.000000,
