val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.872596,0.870887,0.871741,0.631817,0.870887,0.000020,2.317768,54.000000,
0.888704,0.887741,0.888222,0.494194,0.887741,0.000018,0.692819,108.000000,
0.896525,0.894741,0.895633,0.458398,0.894741,0.000016,0.588319,162.000000,
0.899719,0.896876,0.898298,0.477647,0.896876,0.000013,0.456612,216.000000,
0.903133,0.902052,0.902592,0.443788,0.902052,0.000011,0.361669,270.000000,
0.904645,0.903788,0.904216,0.452570,0.903788,0.000009,0.336158,324.000000,
0.904141,0.903224,0.903682,0.465506,0.903788,0.000007,0.280619,378.000000,
0.903750,0.902445,0.903097,0.492843,0.903788,0.000004,0.226222,432.000000,
0.904571,0.903316,0.903943,0.438951,0.903788,0.000002,0.213331,486.000000,
0.904875,0.903713,0.904294,0.436910,0.903788,0.000000,0.195411,540.000000,
