val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.586957,0.605063,0.586957,0.000020,0.726901,23.000000,
0.630435,0.599525,0.630435,0.000018,0.671699,46.000000,
0.688406,0.501288,0.688406,0.000016,0.610788,69.000000,
0.695652,0.564821,0.695652,0.000013,0.489617,92.000000,
0.695652,0.491379,0.695652,0.000011,0.445300,115.000000,
0.666667,0.602031,0.695652,0.000009,0.406273,138.000000,
0.724638,0.539444,0.724638,0.000007,0.409761,161.000000,
0.753623,0.601213,0.753623,0.000005,0.230507,184.000000,
0.746377,0.609291,0.753623,0.000003,0.237457,207.000000,
0.739130,0.644654,0.753623,0.000000,0.175332,230.000000,
0.746377,0.645007,0.753623,0.000000,0.113203,234.000000,
