val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.327738,0.656779,0.327738,0.000020,0.596803,80.000000,
0.439085,0.524688,0.439085,0.000018,0.486995,160.000000,
0.507490,0.499784,0.507490,0.000016,0.442747,240.000000,
0.497049,0.699034,0.507490,0.000013,0.340257,320.000000,
0.535441,0.488368,0.535441,0.000011,0.294415,400.000000,
0.534029,0.562489,0.535441,0.000009,0.283969,480.000000,
0.549682,0.729702,0.549682,0.000007,0.230705,560.000000,
0.533690,0.681006,0.549682,0.000005,0.171378,640.000000,
0.567199,0.569267,0.567199,0.000002,0.156041,720.000000,
0.550274,0.655934,0.567199,0.000000,0.159904,800.000000,
0.550274,0.657108,0.567199,0.000000,0.156435,804.000000,
