val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.864913,0.866199,0.865556,0.676939,0.866199,0.000020,2.412649,54.000000,
0.888959,0.889218,0.889088,0.660141,0.889218,0.000018,0.682671,108.000000,
0.896851,0.895321,0.896086,0.501769,0.895321,0.000016,0.627554,162.000000,
0.891339,0.893264,0.892302,0.476227,0.895321,0.000013,0.410635,216.000000,
0.898916,0.897188,0.898052,0.533919,0.897188,0.000011,0.366956,270.000000,
0.903985,0.904251,0.904118,0.460554,0.904251,0.000009,0.339925,324.000000,
0.904025,0.902373,0.903199,0.435651,0.904251,0.000007,0.288607,378.000000,
0.903959,0.901450,0.902705,0.453322,0.904251,0.000004,0.200482,432.000000,
0.905009,0.902697,0.903853,0.467779,0.904251,0.000002,0.203591,486.000000,
0.905071,0.903158,0.904115,0.426632,0.904251,0.000000,0.202921,540.000000,
