val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.811722,0.812838,0.812280,0.932621,0.812838,0.000020,5.043285,54.000000,
0.879928,0.878490,0.879209,0.536269,0.878490,0.000018,0.966906,108.000000,
0.888595,0.889255,0.888925,0.554005,0.889255,0.000016,0.667280,162.000000,
0.893233,0.890644,0.891939,0.458942,0.890644,0.000013,0.575926,216.000000,
0.902393,0.900309,0.901351,0.429695,0.900309,0.000011,0.422345,270.000000,
0.904578,0.903108,0.903843,0.421924,0.903108,0.000009,0.431023,324.000000,
0.903745,0.904671,0.904208,0.427447,0.904671,0.000007,0.400582,378.000000,
0.905550,0.904330,0.904940,0.416934,0.904671,0.000004,0.276379,432.000000,
0.905014,0.905453,0.905234,0.418177,0.905453,0.000002,0.297548,486.000000,
0.905701,0.904779,0.905240,0.409875,0.905453,0.000000,0.292375,540.000000,
