val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,0.730465,0.471014,0.000020,0.710002,23.000000,
0.594203,0.637748,0.594203,0.000018,0.709228,46.000000,
0.659420,0.641608,0.659420,0.000016,0.671433,69.000000,
0.710145,0.559585,0.710145,0.000013,0.611109,92.000000,
0.717391,0.534193,0.717391,0.000011,0.538322,115.000000,
0.695652,0.521514,0.717391,0.000009,0.518834,138.000000,
0.739130,0.497218,0.739130,0.000007,0.468322,161.000000,
0.746377,0.538969,0.746377,0.000005,0.301587,184.000000,
0.753623,0.522261,0.753623,0.000003,0.329281,207.000000,
0.724638,0.531742,0.753623,0.000000,0.348137,230.000000,
0.724638,0.529854,0.753623,0.000000,0.331663,234.000000,
