val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,0.713519,0.471014,0.000020,0.734997,23.000000,
0.623188,0.669836,0.623188,0.000018,0.687676,46.000000,
0.717391,0.637875,0.717391,0.000016,0.657721,69.000000,
0.688406,0.577659,0.717391,0.000013,0.575770,92.000000,
0.688406,0.590727,0.717391,0.000011,0.491466,115.000000,
0.688406,0.549087,0.717391,0.000009,0.498092,138.000000,
0.702899,0.545454,0.717391,0.000007,0.427670,161.000000,
0.702899,0.559648,0.717391,0.000005,0.309573,184.000000,
0.717391,0.559170,0.717391,0.000003,0.287216,207.000000,
0.724638,0.588801,0.724638,0.000000,0.300037,230.000000,
0.724638,0.589889,0.724638,0.000000,0.320904,234.000000,
