val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.000000,0.663442,0.000000,0.000020,0.623511,80.000000,
0.000000,0.672332,0.000000,0.000018,0.621519,160.000000,
0.000000,0.708781,0.000000,0.000016,0.612649,240.000000,
0.000000,0.672292,0.000000,0.000013,0.624836,320.000000,
0.000000,0.678564,0.000000,0.000011,0.600926,400.000000,
0.000000,0.677260,0.000000,0.000009,0.626635,480.000000,
0.000000,0.689753,0.000000,0.000007,0.598107,560.000000,
0.000000,0.676808,0.000000,0.000005,0.615257,640.000000,
0.000000,0.677354,0.000000,0.000002,0.615175,720.000000,
0.000000,0.678212,0.000000,0.000000,0.625127,800.000000,
0.000000,0.678182,0.000000,0.000000,0.593497,804.000000,
