val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.805629,0.852793,0.829211,1.206281,0.852793,0.000020,3.584202,54.000000,
0.858256,0.866299,0.862277,0.672679,0.866299,0.000018,0.907395,108.000000,
0.898742,0.899646,0.899194,0.481799,0.899646,0.000016,0.675414,162.000000,
0.898153,0.898371,0.898262,0.494037,0.899646,0.000013,0.521214,216.000000,
0.899243,0.900134,0.899688,0.443057,0.900134,0.000011,0.442771,270.000000,
0.906767,0.905821,0.906294,0.411376,0.905821,0.000009,0.406009,324.000000,
0.905550,0.904455,0.905002,0.413585,0.905821,0.000007,0.289008,378.000000,
0.908465,0.906867,0.907666,0.412053,0.906867,0.000004,0.217154,432.000000,
0.909464,0.907765,0.908614,0.395250,0.907765,0.000002,0.231106,486.000000,
0.910157,0.908474,0.909316,0.400347,0.908474,0.000000,0.223344,540.000000,
