val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.781494,0.741327,0.761411,0.950431,0.741327,0.000020,4.969244,54.000000,
0.877158,0.874905,0.876032,0.548719,0.874905,0.000018,0.840866,108.000000,
0.878513,0.882943,0.880728,0.580993,0.882943,0.000016,0.675047,162.000000,
0.885296,0.883207,0.884251,0.488335,0.883207,0.000013,0.518127,216.000000,
0.888430,0.888351,0.888391,0.488530,0.888351,0.000011,0.438800,270.000000,
0.893366,0.895369,0.894368,0.464562,0.895369,0.000009,0.421790,324.000000,
0.894066,0.894589,0.894328,0.467031,0.895369,0.000007,0.337716,378.000000,
0.898073,0.895980,0.897026,0.451948,0.895980,0.000004,0.251903,432.000000,
0.897903,0.896679,0.897291,0.465228,0.896679,0.000002,0.261321,486.000000,
0.898978,0.897928,0.898453,0.448385,0.897928,0.000000,0.265972,540.000000,
