val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.521739,0.801035,0.521739,0.000020,0.685922,23.000000,
0.702899,0.539826,0.702899,0.000018,0.674847,46.000000,
0.644928,0.530879,0.702899,0.000016,0.659204,69.000000,
0.717391,0.501655,0.717391,0.000013,0.546426,92.000000,
0.724638,0.513747,0.724638,0.000011,0.440508,115.000000,
0.710145,0.528143,0.724638,0.000009,0.426331,138.000000,
0.746377,0.500179,0.746377,0.000007,0.383639,161.000000,
0.724638,0.644383,0.746377,0.000005,0.220210,184.000000,
0.724638,0.601383,0.746377,0.000003,0.241280,207.000000,
0.739130,0.590823,0.746377,0.000000,0.204939,230.000000,
0.746377,0.589782,0.746377,0.000000,0.288136,234.000000,
