val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.466044,0.496157,0.466044,0.000020,0.554653,80.000000,
0.537792,0.489222,0.537792,0.000018,0.439544,160.000000,
0.517968,0.534355,0.537792,0.000016,0.398233,240.000000,
0.565487,0.681131,0.565487,0.000013,0.287650,320.000000,
0.556842,0.519788,0.565487,0.000011,0.222014,400.000000,
0.613210,0.609771,0.613210,0.000009,0.219666,480.000000,
0.600970,0.771859,0.613210,0.000007,0.189448,560.000000,
0.575225,0.714141,0.613210,0.000005,0.118171,640.000000,
0.605636,0.730981,0.613210,0.000002,0.128980,720.000000,
0.585319,0.840909,0.613210,0.000000,0.096967,800.000000,
0.585319,0.840480,0.613210,0.000000,0.086074,804.000000,
