val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.492754,0.789692,0.492754,0.000020,0.713619,23.000000,
0.644928,0.589092,0.644928,0.000018,0.645717,46.000000,
0.659420,0.523801,0.659420,0.000016,0.612357,69.000000,
0.688406,0.538316,0.688406,0.000013,0.510026,92.000000,
0.724638,0.475491,0.724638,0.000011,0.462697,115.000000,
0.644928,0.554940,0.724638,0.000009,0.440571,138.000000,
0.666667,0.575241,0.724638,0.000007,0.410124,161.000000,
0.710145,0.640883,0.724638,0.000005,0.227575,184.000000,
0.731884,0.679531,0.731884,0.000003,0.211870,207.000000,
0.702899,0.683255,0.731884,0.000000,0.193256,230.000000,
0.702899,0.682583,0.731884,0.000000,0.200983,234.000000,
