val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.861861,0.859114,0.860488,0.624488,0.859114,0.000020,2.389454,54.000000,
0.885167,0.885109,0.885138,0.599758,0.885109,0.000018,0.694762,108.000000,
0.895636,0.894310,0.894973,0.517932,0.894310,0.000016,0.568080,162.000000,
0.900103,0.899453,0.899778,0.494073,0.899453,0.000013,0.449613,216.000000,
0.904344,0.903311,0.903827,0.450331,0.903311,0.000011,0.344431,270.000000,
0.903654,0.902089,0.902872,0.448008,0.903311,0.000009,0.326049,324.000000,
0.902444,0.902096,0.902270,0.475396,0.903311,0.000007,0.306398,378.000000,
0.905881,0.903891,0.904886,0.436313,0.903891,0.000004,0.206109,432.000000,
0.905846,0.905157,0.905501,0.431220,0.905157,0.000002,0.205615,486.000000,
0.906425,0.905236,0.905831,0.434860,0.905236,0.000000,0.184662,540.000000,
