val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.469037,0.547084,0.469037,0.000020,0.576845,80.000000,
0.560305,0.465980,0.560305,0.000018,0.475231,160.000000,
0.528996,0.439728,0.560305,0.000016,0.418093,240.000000,
0.517840,0.541866,0.560305,0.000013,0.329074,320.000000,
0.575502,0.424449,0.575502,0.000011,0.294104,400.000000,
0.602039,0.405911,0.602039,0.000009,0.265290,480.000000,
0.565219,0.516924,0.602039,0.000007,0.248174,560.000000,
0.549490,0.621952,0.602039,0.000005,0.163087,640.000000,
0.555471,0.570660,0.602039,0.000002,0.146708,720.000000,
0.560056,0.591203,0.602039,0.000000,0.157244,800.000000,
0.560056,0.590648,0.602039,0.000000,0.289536,804.000000,
