val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.316415,0.676735,0.316415,0.000020,0.599095,80.000000,
0.425546,0.624661,0.425546,0.000018,0.505835,160.000000,
0.523799,0.583188,0.523799,0.000016,0.419435,240.000000,
0.480688,0.689505,0.523799,0.000013,0.322637,320.000000,
0.502135,0.591403,0.523799,0.000011,0.292090,400.000000,
0.544487,0.529089,0.544487,0.000009,0.290131,480.000000,
0.540228,0.616659,0.544487,0.000007,0.245466,560.000000,
0.549686,0.620994,0.549686,0.000005,0.189499,640.000000,
0.569983,0.605589,0.569983,0.000002,0.173706,720.000000,
0.580622,0.594601,0.580622,0.000000,0.173766,800.000000,
0.580622,0.594655,0.580622,0.000000,0.164247,804.000000,
