val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,0.779746,0.471014,0.000020,0.746095,23.000000,
0.471014,0.759499,0.471014,0.000018,0.736162,46.000000,
0.500000,0.680752,0.500000,0.000016,0.703092,69.000000,
0.557971,0.644668,0.557971,0.000013,0.708197,92.000000,
0.565217,0.686693,0.565217,0.000011,0.708668,115.000000,
0.615942,0.629936,0.615942,0.000009,0.695705,138.000000,
0.681159,0.608661,0.681159,0.000007,0.661564,161.000000,
0.659420,0.548827,0.681159,0.000005,0.595779,184.000000,
0.681159,0.527519,0.681159,0.000003,0.593246,207.000000,
0.695652,0.506011,0.695652,0.000000,0.580939,230.000000,
0.695652,0.505505,0.695652,0.000000,0.600556,234.000000,
