val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.742277,0.811047,0.776662,1.019163,0.811047,0.000020,2.093172,54.000000,
0.838603,0.859587,0.849095,0.763181,0.859587,0.000018,0.958921,108.000000,
0.884670,0.888209,0.886439,0.525245,0.888209,0.000016,0.664358,162.000000,
0.893843,0.894549,0.894196,0.501884,0.894549,0.000013,0.479294,216.000000,
0.898392,0.899991,0.899192,0.466568,0.899991,0.000011,0.444037,270.000000,
0.903595,0.901940,0.902767,0.425282,0.901940,0.000009,0.427706,324.000000,
0.902396,0.902417,0.902406,0.468815,0.902417,0.000007,0.410742,378.000000,
0.905778,0.904532,0.905155,0.421734,0.904532,0.000004,0.282342,432.000000,
0.906197,0.904973,0.905585,0.424551,0.904973,0.000002,0.292126,486.000000,
0.906290,0.905033,0.905661,0.430597,0.905033,0.000000,0.274226,540.000000,
