val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.485717,0.489374,0.485717,0.000020,0.548746,80.000000,
0.502743,0.461812,0.502743,0.000018,0.442618,160.000000,
0.548278,0.421148,0.548278,0.000016,0.407127,240.000000,
0.562604,0.525958,0.562604,0.000013,0.262220,320.000000,
0.569101,0.473431,0.569101,0.000011,0.247099,400.000000,
0.544162,0.616912,0.569101,0.000009,0.210334,480.000000,
0.580622,0.660229,0.580622,0.000007,0.194780,560.000000,
0.580622,0.894159,0.580622,0.000005,0.096415,640.000000,
0.607596,0.637404,0.607596,0.000002,0.126316,720.000000,
0.615863,0.705563,0.615863,0.000000,0.106035,800.000000,
0.615863,0.704769,0.615863,0.000000,0.092678,804.000000,
