val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.442029,0.778066,0.442029,0.000020,0.791880,23.000000,
0.463768,0.694484,0.463768,0.000018,0.707810,46.000000,
0.471014,0.722268,0.471014,0.000016,0.717167,69.000000,
0.471014,0.867537,0.471014,0.000013,0.703352,92.000000,
0.528986,0.648162,0.528986,0.000011,0.733706,115.000000,
0.471014,0.702819,0.528986,0.000009,0.714684,138.000000,
0.528986,0.675225,0.528986,0.000007,0.710525,161.000000,
0.528986,0.691919,0.528986,0.000005,0.704479,184.000000,
0.471014,0.701378,0.528986,0.000003,0.704749,207.000000,
0.471014,0.701334,0.528986,0.000000,0.710611,230.000000,
0.471014,0.701078,0.528986,0.000000,0.688239,234.000000,
