val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.327738,0.645162,0.327738,0.000020,0.598603,80.000000,
0.469037,0.696405,0.469037,0.000018,0.451368,160.000000,
0.580164,0.518614,0.580164,0.000016,0.420108,240.000000,
0.550669,0.573044,0.580164,0.000013,0.314328,320.000000,
0.485533,0.564122,0.580164,0.000011,0.275969,400.000000,
0.569983,0.530962,0.580164,0.000009,0.269651,480.000000,
0.587231,0.527849,0.587231,0.000007,0.237758,560.000000,
0.570299,0.603610,0.587231,0.000005,0.155760,640.000000,
0.595682,0.596506,0.595682,0.000002,0.139165,720.000000,
0.585377,0.605265,0.595682,0.000000,0.131554,800.000000,
0.585377,0.605446,0.595682,0.000000,0.089405,804.000000,
