val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.366777,0.587730,0.366777,0.000020,0.600025,80.000000,
0.436278,0.543632,0.436278,0.000018,0.467349,160.000000,
0.535959,0.467746,0.535959,0.000016,0.389430,240.000000,
0.595532,0.541315,0.595532,0.000013,0.319771,320.000000,
0.554530,0.452880,0.595532,0.000011,0.256675,400.000000,
0.560653,0.498547,0.595532,0.000009,0.270819,480.000000,
0.544280,0.650568,0.595532,0.000007,0.202924,560.000000,
0.570167,0.648945,0.595532,0.000005,0.159532,640.000000,
0.585728,0.653878,0.595532,0.000002,0.156306,720.000000,
0.565219,0.678065,0.595532,0.000000,0.129689,800.000000,
0.565219,0.678216,0.595532,0.000000,0.099465,804.000000,
