val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.764720,0.774205,0.769462,1.041477,0.774205,0.000020,6.007722,54.000000,
0.858337,0.860586,0.859461,0.647527,0.860586,0.000018,0.902577,108.000000,
0.881993,0.885327,0.883660,0.540508,0.885327,0.000016,0.665935,162.000000,
0.886969,0.887808,0.887388,0.528008,0.887808,0.000013,0.500912,216.000000,
0.888266,0.888136,0.888201,0.483007,0.888136,0.000011,0.407103,270.000000,
0.886473,0.886462,0.886467,0.575216,0.888136,0.000009,0.419873,324.000000,
0.893048,0.892457,0.892752,0.474987,0.892457,0.000007,0.339354,378.000000,
0.894099,0.893573,0.893836,0.467265,0.893573,0.000004,0.239318,432.000000,
0.894719,0.893595,0.894157,0.476320,0.893595,0.000002,0.252260,486.000000,
0.895328,0.893580,0.894454,0.457655,0.893595,0.000000,0.246677,540.000000,
