val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.396332,0.621615,0.396332,0.000020,0.556005,80.000000,
0.526005,0.516625,0.526005,0.000018,0.484091,160.000000,
0.544162,0.536672,0.544162,0.000016,0.430430,240.000000,
0.505678,0.672940,0.544162,0.000013,0.312544,320.000000,
0.591865,0.452526,0.591865,0.000011,0.241764,400.000000,
0.616104,0.526581,0.616104,0.000009,0.236121,480.000000,
0.605534,0.722105,0.616104,0.000007,0.187273,560.000000,
0.596189,0.633562,0.616104,0.000005,0.129034,640.000000,
0.566219,0.737856,0.616104,0.000002,0.108858,720.000000,
0.562604,0.690977,0.616104,0.000000,0.122792,800.000000,
0.562604,0.690927,0.616104,0.000000,0.082002,804.000000,
