val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.793649,0.765676,0.779663,0.886007,0.765676,0.000020,4.991034,54.000000,
0.864249,0.871163,0.867706,0.648732,0.871163,0.000018,0.870141,108.000000,
0.862817,0.869175,0.865996,0.608587,0.871163,0.000016,0.652151,162.000000,
0.878573,0.881173,0.879873,0.522577,0.881173,0.000013,0.539068,216.000000,
0.891247,0.893825,0.892536,0.492602,0.893825,0.000011,0.440320,270.000000,
0.893042,0.894900,0.893971,0.506614,0.894900,0.000009,0.427807,324.000000,
0.896742,0.897125,0.896933,0.469755,0.897125,0.000007,0.356535,378.000000,
0.896987,0.896272,0.896629,0.457337,0.897125,0.000004,0.278711,432.000000,
0.897323,0.897356,0.897340,0.466093,0.897356,0.000002,0.281743,486.000000,
0.897417,0.898166,0.897792,0.461286,0.898166,0.000000,0.281410,540.000000,
