val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.572464,0.600423,0.572464,0.000020,0.696867,23.000000,
0.673913,0.600236,0.673913,0.000018,0.658837,46.000000,
0.594203,0.568600,0.673913,0.000016,0.645050,69.000000,
0.688406,0.552557,0.688406,0.000013,0.600051,92.000000,
0.681159,0.639524,0.688406,0.000011,0.439127,115.000000,
0.659420,0.581182,0.688406,0.000009,0.479669,138.000000,
0.717391,0.508615,0.717391,0.000007,0.380887,161.000000,
0.746377,0.597782,0.746377,0.000005,0.226803,184.000000,
0.724638,0.622011,0.746377,0.000003,0.205575,207.000000,
0.717391,0.628338,0.746377,0.000000,0.199439,230.000000,
0.717391,0.629115,0.746377,0.000000,0.219348,234.000000,
