val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.305837,0.714718,0.305837,0.000020,0.555807,80.000000,
0.469037,0.461535,0.469037,0.000018,0.516602,160.000000,
0.512641,0.511058,0.512641,0.000016,0.424808,240.000000,
0.563238,0.495203,0.563238,0.000013,0.302770,320.000000,
0.510153,0.526970,0.563238,0.000011,0.272871,400.000000,
0.606685,0.469272,0.606685,0.000009,0.259906,480.000000,
0.575298,0.587163,0.606685,0.000007,0.209219,560.000000,
0.590390,0.654038,0.606685,0.000005,0.113476,640.000000,
0.620559,0.612611,0.620559,0.000002,0.119188,720.000000,
0.620559,0.589721,0.620559,0.000000,0.147924,800.000000,
0.620559,0.589372,0.620559,0.000000,0.099509,804.000000,
