val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.878404,0.873957,0.876180,0.601925,0.873957,0.000020,2.468227,54.000000,
0.889123,0.887970,0.888547,0.492521,0.887970,0.000018,0.684290,108.000000,
0.896471,0.895295,0.895883,0.472672,0.895295,0.000016,0.584414,162.000000,
0.901518,0.900686,0.901102,0.455459,0.900686,0.000013,0.413796,216.000000,
0.897394,0.896493,0.896943,0.441551,0.900686,0.000011,0.371878,270.000000,
0.900061,0.898840,0.899450,0.452790,0.900686,0.000009,0.319331,324.000000,
0.905332,0.904713,0.905023,0.456748,0.904713,0.000007,0.288329,378.000000,
0.906620,0.904626,0.905623,0.428857,0.904713,0.000004,0.212996,432.000000,
0.906869,0.905115,0.905992,0.431520,0.905115,0.000002,0.215353,486.000000,
0.907206,0.905865,0.906535,0.442933,0.905865,0.000000,0.213154,540.000000,
