val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.446952,0.539387,0.446952,0.000020,0.598314,80.000000,
0.528543,0.486871,0.528543,0.000018,0.461849,160.000000,
0.529363,0.480427,0.529363,0.000016,0.421236,240.000000,
0.535959,0.503189,0.535959,0.000013,0.318021,320.000000,
0.518909,0.676022,0.535959,0.000011,0.248968,400.000000,
0.555471,0.503038,0.555471,0.000009,0.255694,480.000000,
0.506097,0.691673,0.555471,0.000007,0.207357,560.000000,
0.529715,0.610138,0.555471,0.000005,0.126864,640.000000,
0.543097,0.617696,0.555471,0.000002,0.137888,720.000000,
0.541202,0.687542,0.555471,0.000000,0.135260,800.000000,
0.541202,0.687316,0.555471,0.000000,0.099067,804.000000,
