val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.272454,0.657667,0.272454,0.000020,0.555637,80.000000,
0.513434,0.557018,0.513434,0.000018,0.484215,160.000000,
0.534589,0.467454,0.534589,0.000016,0.463347,240.000000,
0.569844,0.458953,0.569844,0.000013,0.317463,320.000000,
0.544733,0.513829,0.569844,0.000011,0.254193,400.000000,
0.570110,0.546991,0.570110,0.000009,0.267284,480.000000,
0.575298,0.582461,0.575298,0.000007,0.204704,560.000000,
0.572938,0.602490,0.575298,0.000005,0.123679,640.000000,
0.590390,0.602562,0.590390,0.000002,0.135972,720.000000,
0.575774,0.599680,0.590390,0.000000,0.104718,800.000000,
0.575774,0.599948,0.590390,0.000000,0.163247,804.000000,
