val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.449275,0.739035,0.449275,0.000020,0.731882,23.000000,
0.528986,0.680501,0.528986,0.000018,0.719367,46.000000,
0.528986,0.683431,0.528986,0.000016,0.708185,69.000000,
0.528986,0.684479,0.528986,0.000013,0.704958,92.000000,
0.471014,0.719246,0.528986,0.000011,0.702659,115.000000,
0.471014,0.726010,0.528986,0.000009,0.707756,138.000000,
0.528986,0.689688,0.528986,0.000007,0.705612,161.000000,
0.528986,0.684044,0.528986,0.000005,0.703467,184.000000,
0.528986,0.689752,0.528986,0.000003,0.702363,207.000000,
0.471014,0.693953,0.528986,0.000000,0.701808,230.000000,
0.471014,0.694040,0.528986,0.000000,0.686096,234.000000,
